Month,Day,Critical,Dry,Below Normal,Above Normal,Wet
3,5,12.625,221.0833333,72.54545455,118.7777778,430.4090909
3,6,12.5,218.3333333,78.45454545,113,417.3181818
3,7,12.5,234.6666667,90,117.2222222,400.0909091
3,8,12.625,244.1666667,105.0909091,144.2222222,424.8181818
3,9,19.5,240.6666667,123.1818182,160.5555556,452.7727273
3,10,25.4375,238.6666667,136.4545455,168.5555556,484.5909091
3,11,27.375,268.0833333,153.3636364,175.3333333,525
3,12,20.5,290.25,158.3636364,190.5555556,532.8636364
3,13,15.8125,295.25,147.0909091,209.3333333,526.8636364
3,14,25.25,279.75,143.1818182,235.7777778,511.7727273
3,15,32.1875,322.4166667,142.3636364,237.3333333,510.1818182
3,16,33.125,317.0833333,139.5454545,220.3333333,504.5
3,17,35.125,337.8333333,143.8181818,207.4444444,499.1363636
3,18,48.5,386.75,144.5454545,207.8888889,491.5909091
3,19,54.25,410.1666667,134.6363636,212,501.1818182
3,20,58,417.4166667,143.4545455,228.1111111,518.3181818
3,21,77.625,398.8333333,163.9090909,254.4444444,540.8181818
3,22,91.5625,389.75,191.2727273,268.6666667,554.5
3,23,94.25,353.9166667,201,303.4444444,565.4090909
3,24,90.8125,327.9166667,198.9090909,321.3333333,555.0909091
3,25,85.1875,255.5,200.4545455,328.4444444,537.4545455
3,26,82.9375,207.8333333,202.3636364,332.3333333,523.3181818
3,27,78.6875,195.8333333,207.8181818,339.4444444,511
3,28,56.375,194.4166667,220.5454545,402.1111111,505.2272727
3,29,43.875,200.9166667,229.7272727,441.3333333,498.4545455
3,30,38.8125,203.5833333,239.0909091,448.4444444,489.1818182
3,31,44.25,187.5,239.3636364,475.6666667,482.0454545
4,1,44.3125,178.9166667,247.0909091,481.6666667,488.3636364
4,2,44.4375,203.8333333,250.4545455,496.6666667,496.3636364
4,3,44.5625,227.3333333,254.1818182,545.1111111,511.0454545
4,4,27.25,244,246.6363636,556.7777778,525.3636364
4,5,19.6875,266.75,271.3636364,559.5555556,505.4090909
4,6,18.125,279.9166667,299.3636364,577.2222222,549.9545455
4,7,15.8125,282.6666667,296.5454545,594.1111111,579.1818182
4,8,19.75,258.8333333,271.7272727,570.7777778,598.5909091
4,9,24.3125,209.5833333,252.6363636,549.5555556,624.1818182
4,10,12.125,206,264.9090909,553.3333333,633.5454545
4,11,8.5625,182.1666667,274.4545455,561.3333333,644.1363636
4,12,9.75,176.8333333,271.6363636,561,639.8181818
4,13,20.4375,154.25,257.9090909,547.5555556,642.6818182
4,14,18.5625,149.8333333,241.3636364,540.3333333,653.6818182
4,15,14.1875,146.4166667,233,534.1111111,674.4545455
4,16,19.375,155.4166667,227.6363636,525,689.4545455
4,17,24.125,171.9166667,220.7272727,508.1111111,703.5454545
4,18,24.125,187.3333333,225.0909091,509.8888889,718.8636364
4,19,24.25,198.3333333,229.5454545,499.4444444,724.7727273
4,20,23.1875,195.9166667,255.0909091,474.6666667,719.0454545
4,21,22.5625,180.6666667,273.3636364,474.3333333,707.0454545
4,22,22.5625,158.6666667,292.3636364,484.2222222,717.7727273
4,23,32.4375,157.3333333,288.5454545,514.5555556,728.1363636
4,24,40.125,177.5833333,270.9090909,538.3333333,739.4545455
4,25,28.1875,181.8333333,276,535.1111111,761.7272727
4,26,19.875,155.3333333,269,539,780.8181818
4,27,31.0625,146.1666667,252.0909091,548,786.8636364
4,28,38.125,153.25,251.5454545,573,800.2727273
4,29,39.0625,149.4166667,291.9090909,580.3333333,828.4090909
4,30,38.875,157.6666667,315.8181818,569.1111111,842.7272727
5,1,38.1875,212.8333333,312.6363636,592,856.3636364
5,2,38.4375,199.3333333,310.2727273,603,865.1363636
5,3,49.9375,214.8333333,332.8181818,628.6666667,876.7272727
5,4,62.4375,227.25,351.8181818,653.7777778,881.5454545
5,5,59.8125,224.8333333,359.0909091,663.5555556,882.5
5,6,74,223.75,371.6363636,657,878
5,7,86,231.6666667,376.9090909,648.2222222,869.1818182
5,8,104.5,247.5833333,375.0909091,655.5555556,861.1818182
5,9,117.75,265.25,371.1818182,650.6666667,862.0909091
5,10,148.3125,278.5833333,357.7272727,654.1111111,865.3181818
5,11,169.9375,268.4166667,350.9090909,644.4444444,884.0454545
5,12,166.5625,250.75,361.3636364,629.4444444,902.6363636
5,13,147.5625,255.1666667,375.0909091,626.2222222,897.1363636
5,14,141.75,285.25,381.8181818,620.8888889,897.9090909
5,15,143.5,277.4166667,384.1818182,626.7777778,907.9545455
5,16,146.1875,262.8333333,393.1818182,646.3333333,918.0909091
5,17,149.0625,261.3333333,401.9090909,671.3333333,941.1363636
5,18,145.125,285.3333333,410,692.8888889,944.4545455
5,19,143.125,295.4166667,437.0909091,726.4444444,937.4090909
5,20,142,291.6666667,458.4545455,729.4444444,950.4090909
5,21,140.125,324.25,469,737,958.2727273
5,22,138.125,337.5,480.1818182,759.3333333,960.2272727
5,23,136.0625,359.75,500.9090909,759.3333333,938.1818182
5,24,149.375,385.8333333,503.1818182,757.2222222,930.2272727
5,25,184.875,396.8333333,482.6363636,752.6666667,930.5454545
5,26,204.25,386.4166667,454.1818182,752.7777778,934.2272727
5,27,207.3125,401.5833333,450.7272727,768.3333333,938.6363636
5,28,210,450.9166667,460.5454545,812.7777778,949.7272727
5,29,211.1875,470.75,459.6363636,795.8888889,964.3181818
5,30,222.875,464.3333333,460.4545455,771.5555556,979
5,31,237.8125,468.5,467.7272727,774.2222222,989.2727273
6,1,252.375,485.5833333,480.6363636,783.8888889,1006.727273
6,2,259.4375,497,509.7272727,805.2222222,1029.954545
6,3,288.375,493.5833333,533.1818182,822.2222222,1037.954545
6,4,314.8125,477.1666667,528,816.5555556,1045.318182
6,5,345.5,496.5833333,552.2727273,806.3333333,1039.363636
6,6,346.1875,526.4166667,579.2727273,795,1029.772727
6,7,347.5,577.5833333,599.5454545,828.4444444,1021.409091
6,8,364.0625,599.25,614.0909091,847,1020.772727
6,9,387,603.4166667,628.8181818,827.4444444,1021.590909
6,10,398.0625,632.0833333,645.1818182,790.6666667,1015.181818
6,11,434.75,676.0833333,649.8181818,788.5555556,1012.272727
6,12,450.875,716.9166667,657.2727273,808.7777778,1016.181818
6,13,493.25,751.0833333,687.9090909,807.4444444,1029.772727
6,14,527.1875,751.9166667,700.7272727,831.7777778,1052.045455
6,15,533.4375,753.8333333,709.2727273,862.4444444,1056.681818
6,16,544.3125,766.4166667,720.1818182,844.2222222,1052.909091
6,17,554.6875,774,744.3636364,825.6666667,1061.5
6,18,570.25,789.75,789.9090909,831.3333333,1071.272727
6,19,608.8125,804.5833333,829.9090909,838.7777778,1088.409091
6,20,626,819.0833333,852.5454545,850,1102.181818
6,21,647.9375,828,849.9090909,837.3333333,1110.227273
6,22,657.5625,827.4166667,843.6363636,838,1118.272727
6,23,651.875,829.25,858.3636364,875.2222222,1123.727273
6,24,652.375,835.5833333,858.6363636,895.3333333,1136.090909
6,25,657,827.6666667,861.7272727,895.8888889,1134.590909
6,26,662.3125,825,868.0909091,916.4444444,1123.5
6,27,669.5625,806.6666667,879.3636364,919.1111111,1118.136364
6,28,677.5625,807.25,874.2727273,912.6666667,1112.727273
6,29,688.8125,808.9166667,872.4545455,899.5555556,1109.272727
6,30,705.75,803.25,872.6363636,887,1105.181818
7,1,724.75,798.5833333,863.2727273,874,1108.363636
7,2,720.0625,784.4166667,867.9090909,869.2222222,1102.727273
7,3,735.9375,767.1666667,870,872.2222222,1096.772727
7,4,734.125,757,874.9090909,868.1111111,1098.090909
7,5,738.875,764.8333333,892.8181818,876.1111111,1098.772727
7,6,757.875,788,920.2727273,926.6666667,1095.090909
7,7,759.375,785.1666667,931.0909091,986.5555556,1103.090909
7,8,759.125,778.25,931,1012,1115.909091
7,9,764.9375,776.4166667,933.1818182,1001.555556,1110.5
7,10,773.0625,765.25,930.9090909,1011.444444,1112.863636
7,11,780.625,771.1666667,930,1020,1118.363636
7,12,780.75,778.3333333,931.7272727,1027.888889,1121.363636
7,13,774.6875,759,931.6363636,1025.111111,1123.818182
7,14,764.5,791.5833333,924,1013.888889,1130.045455
7,15,751.6875,828.75,935.4545455,1027.444444,1139.681818
7,16,750.5625,848.8333333,929.3636364,1021.111111,1137.136364
7,17,753.0625,840.9166667,946.3636364,1012.888889,1130.363636
7,18,748.6875,818.75,957.1818182,1024.666667,1128.636364
7,19,750.6875,798.0833333,959,1030.444444,1138.727273
7,20,756.375,802.0833333,947.5454545,1042.666667,1145.136364
7,21,765.875,807.6666667,922.9090909,1033.777778,1150.409091
7,22,757.5,809.6666667,924.5454545,1023.555556,1147.545455
7,23,745.75,813.5833333,937,1017.888889,1145.409091
7,24,747.125,815.25,940.5454545,1009.222222,1136.863636
7,25,740.8125,818.1666667,951.0909091,1004.888889,1135.818182
7,26,753.0625,820.5833333,949.2727273,999.1111111,1147.636364
7,27,765.1875,826.3333333,940.3636364,996.1111111,1150.727273
7,28,764.1875,827.25,925.4545455,1014.666667,1142.181818
7,29,726.625,810.3333333,906.9090909,1026.777778,1130.863636
7,30,702.875,794.5,899.5454545,1026.666667,1120.136364
7,31,690.6875,787.1666667,899.5454545,1021,1100.863636
8,1,684.625,758.6666667,895.9090909,1012.333333,1082.818182
8,2,666.75,754.25,880.1818182,1023.777778,1075.181818
8,3,647.375,716.0833333,872,982.6666667,1074.590909
8,4,625.6875,674.4166667,871.3636364,987,1070.545455
8,5,592.5,649.3333333,822.4545455,958.5555556,1056.954545
8,6,511.5,650.75,806.2727273,934.7777778,1040.772727
8,7,494.6875,648.75,800.3636364,910.7777778,1032.454545
8,8,469.8125,624.5,782.1818182,900.5555556,1027.136364
8,9,438.1875,600.6666667,768.9090909,907.7777778,1014.863636
8,10,427.0625,604.75,757.8181818,903.4444444,1001.363636
8,11,398.125,602.3333333,745.0909091,883.8888889,987.9090909
8,12,389.0625,588.5,744.1818182,837.5555556,970.7727273
8,13,381.25,578.75,757.9090909,811.6666667,957.3181818
8,14,363.5,565,756.7272727,794.3333333,937.4090909
8,15,348.625,542.1666667,732,762.8888889,929.1818182
8,16,334.625,476.4166667,681.3636364,758.7777778,914.5454545
8,17,313.3125,446.4166667,660.6363636,770.4444444,896.8636364
8,18,290.9375,435.3333333,647,759.7777778,881.8636364
8,19,281.3125,419.5833333,636.5454545,747.3333333,860.2272727
8,20,281.1875,391.25,633.6363636,738.7777778,841.8636364
8,21,242.75,383.1666667,636.5454545,731.8888889,829.9545455
8,22,208.9375,382.0833333,637.2727273,714.7777778,821.8636364
8,23,184.75,360.4166667,623.7272727,695.6666667,809.1363636
8,24,184.4375,349.6666667,609.8181818,688.1111111,813.5909091
8,25,172.9375,333.5,614.4545455,683.8888889,823.1818182
8,26,163.875,313.25,619.5454545,667.1111111,816.2272727
8,27,172.3125,317,616.2727273,634.6666667,802.8181818
8,28,174.8125,305.1666667,595.5454545,625.5555556,803.6818182
8,29,168.8125,302.5,577.8181818,633.2222222,804.1363636
8,30,140.1875,294.0833333,576.3636364,615.4444444,796.5909091
8,31,108.5625,283.1666667,560.6363636,590.3333333,778.3636364
9,1,97.25,264.75,539.7272727,585.4444444,765.6818182
9,2,95.3125,252,534.8181818,549.8888889,754.5
9,3,87,259.0833333,501.3636364,512.5555556,743.4545455
9,4,71.5,264.5,481.7272727,505.5555556,735.7727273
9,5,64.1875,252.8333333,479.7272727,477,722.6818182
9,6,61.75,260.25,468.3636364,460.1111111,713.8181818
9,7,50.25,275.3333333,447.6363636,460.5555556,698
9,8,42.1875,264,421.3636364,467.1111111,683
9,9,25.3125,254.3333333,395.3636364,468.6666667,679.5454545
9,10,14.75,223.5833333,380.2727273,471.5555556,673.0454545
9,11,22.3125,195.25,363.4545455,461,656.3636364
9,12,25.875,163,337.6363636,407.3333333,632.0454545
9,13,28.4375,146.6666667,318.9090909,400.6666667,610.6818182
9,14,29,149,292.4545455,389.8888889,586.3636364
9,15,21.9375,148.75,267.1818182,361.8888889,562.2727273
9,16,18.0625,146.8333333,237.7272727,325.3333333,555.2272727
9,17,18.75,150.6666667,218,276.2222222,573.5
9,18,19,152.4166667,225.3636364,258.8888889,558.5454545
9,19,20.8125,143.5,229.5454545,271.1111111,527.7272727
9,20,6.4375,120.6666667,216.8181818,246.7777778,508.7272727
9,21,8.375,121.8333333,200.7272727,248.4444444,480.8636364
9,22,20.3125,117.5,199.9090909,246.1111111,476.3181818
9,23,11.6875,120.0833333,199.7272727,232,465.6818182
9,24,0,119.5,193.6363636,242.2222222,465.0909091
9,25,0,121.5,154.3636364,271.1111111,465.7727273
9,26,0,128.25,122.8181818,279.3333333,462.3636364
9,27,0,128.3333333,106.1818182,285.2222222,454.6363636
9,28,0,121.1666667,109.9090909,277,462.0909091
9,29,0,109.75,105.1818182,262.7777778,472.3181818
9,30,0,48.91666667,166.5454545,247.6666667,464.7272727
10,1,109.5625,304.6666667,115.2727273,360,134.7272727
10,2,103.3125,299.1666667,117.5454545,353.4444444,136.9545455
10,3,97.3125,285.9166667,123.2727273,350.4444444,134.6818182
10,4,96.3125,225.1666667,106.7272727,341.6666667,124.2727273
10,5,97.125,202.4166667,102.5454545,331.5555556,118.3181818
10,6,99.125,204.1666667,102,332,119.4090909
10,7,97.3125,211.9166667,97.18181818,329.7777778,128.0909091
10,8,95.0625,207.9166667,94.27272727,323.7777778,132
10,9,83.0625,184.75,94.81818182,318.1111111,130.3636364
10,10,71.9375,188.5,91.27272727,318.6666667,127.6363636
10,11,72.125,195,81.18181818,325.4444444,116.5909091
10,12,71.5,195.0833333,80.36363636,303.1111111,120.7272727
10,13,70.9375,192.9166667,69.36363636,266.8888889,110.5454545
10,14,73.0625,196.9166667,54.72727273,213.6666667,95.63636364
10,15,75.625,196.6666667,55.27272727,173.1111111,88.77272727
10,16,72.3125,225.6666667,65.54545455,160.3333333,86.40909091
10,17,58.625,235,65.63636364,151.2222222,84.95454545
10,18,51.25,210.4166667,67.45454545,137.8888889,86.54545455
10,19,50.1875,187,63.54545455,123.1111111,87
10,20,51.5,183.9166667,65.72727273,131.1111111,85
10,21,53.5,182.9166667,64.72727273,133.7777778,82.5
10,22,58.9375,166.9166667,61.18181818,137.8888889,86.27272727
10,23,60.0625,150.5833333,58,138.6666667,78.86363636
10,24,60.25,131.5833333,57,149.6666667,70.81818182
10,25,56.6875,119,59.27272727,145,68.27272727
10,26,48.0625,81.66666667,61,135.7777778,65.59090909
10,27,45.25,69.08333333,59.45454545,127.7777778,62.31818182
10,28,39,52.83333333,55.54545455,127.8888889,57.36363636
10,29,35.9375,47.33333333,51.45454545,186,48
10,30,37.6875,34.16666667,49.81818182,181.2222222,44.27272727
10,31,47.9375,27.83333333,48.81818182,129.5555556,35.68181818
11,1,53.25,27.83333333,44.27272727,120.1111111,29.5
11,2,52.625,20.33333333,30,128.5555556,26.27272727
11,3,48.75,16.5,27.36363636,111.7777778,24.95454545
11,4,53.6875,16.5,25.81818182,95.33333333,25
11,5,54.375,16.5,27.90909091,102.1111111,25
11,6,50.125,18.25,30.72727273,118,17.63636364
11,7,46.375,19.25,30.72727273,117.2222222,11.86363636
11,8,34,19.16666667,8.363636364,102.8888889,7.954545455
11,9,20.125,21.08333333,0,106.1111111,9.318181818
11,10,14.4375,22.16666667,0,114.2222222,7.727272727
11,11,23.1875,22.16666667,0,113.8888889,7.727272727
11,12,18.5625,22.16666667,0,106.6666667,7.727272727
11,13,14.3125,22.16666667,0,91,7.727272727
11,14,13.875,20,0,81.88888889,7.727272727
11,15,14.25,17.41666667,0,71.55555556,7.727272727
11,16,14.5625,14,0,47.33333333,7.727272727
11,17,14.5,8.416666667,0,42.11111111,2.272727273
11,18,14.5,0,0,38.22222222,0
11,19,6.6875,0,0,38.22222222,0
11,20,2.375,0,0,37.88888889,0
11,21,2.375,0,0,33.66666667,0
11,22,11.375,0,0,31.33333333,0
11,23,8.6875,0,0,69.44444444,0
11,24,2,0,0,121.3333333,0
11,25,2,0,0,124.4444444,0
11,26,2,0,0,113.2222222,0
11,27,2,0,0,85.11111111,0
11,28,13.5625,0,0,61.33333333,0
11,29,16.0625,0,0,60.66666667,0
11,30,1.6875,0,0,60.66666667,0
12,1,2,0,0.909090909,82.22222222,0
12,2,11.375,0,0,95.33333333,0
12,3,16.125,0,0,95.33333333,0
12,4,7.4375,0,0,94.88888889,0
12,5,1.875,0,0,95,0
12,6,2,0,0,95,0
12,7,1,0,0,95,0
12,8,0,0,0,95,0
12,9,0,0,0,94,0
12,10,0,0,0,93.33333333,0
12,11,0,0,0,93.44444444,0
12,12,0,0,0,93.44444444,0
12,13,0,0,0,93.44444444,0
12,14,0,0,0,68.88888889,0
12,15,0,0,0,25.11111111,0
12,16,0,0,0,9.111111111,0
12,17,0,0,0,11.22222222,0
12,18,0,0,0,9.555555556,0
12,19,0,0,0,8.666666667,0
12,20,0,0,0,6.555555556,0
12,21,0,0,0,5.333333333,0
12,22,0,0,0,5.333333333,0
12,23,0,0,0,4.111111111,5.545454545
12,24,0,0,0,3.333333333,18.86363636
12,25,0,0,0,3.333333333,21.40909091
12,26,0,0,0,3.444444444,21.54545455
12,27,0,0,0,3.444444444,21.63636364
12,28,0,0,1.363636364,3.444444444,17.09090909
12,29,0,0,0,3.444444444,5.090909091
12,30,0,0,0,3.444444444,26.13636364
12,31,0,0,0,3.444444444,27.27272727
